customer_id,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,age_group,monthly_spend_category,tenure_group,high_value_customer,cltv_segment,churn_risk,payment_mode,internet_category,service_count,engagement_score,customer_status,location,avg_revenue_per_month,coordinates,churn_reason_category,loyalty_level,customer_segment
3828,1,0,0,562,90041,483,34.137412,-118.207607,1,0,0,1,34,1,2,1,0,2,2,0,2,2,0,1,2,106.35,3549.25,1,1,65,2941,4,0,0,2,0,0,2,1,1,6,73.01,1,562,104.38970588235294,483,0,3,1
5803,1,0,0,562,90042,465,34.11572,-118.192754,0,0,0,1,11,1,2,1,0,0,2,0,2,2,0,1,0,97.85,1105.4,1,1,70,5674,5,0,0,0,1,2,2,1,1,5,86.14,1,562,100.4909090909091,465,0,2,2
5510,1,0,0,562,90056,340,33.987945,-118.370442,0,0,0,1,2,1,0,1,0,0,0,0,2,0,0,1,2,80.65,144.15,1,1,90,5586,5,0,0,0,1,2,0,1,1,2,66.66,1,562,72.075,340,0,2,3
6630,1,0,0,562,90061,296,33.92128,-118.274186,0,0,0,1,15,1,0,1,2,2,0,0,2,2,0,1,1,99.1,1426.4,1,1,82,2966,5,0,0,1,0,0,0,1,1,5,60.66,1,562,95.09333333333333,296,0,3,0
5305,1,0,0,562,90063,388,34.044271,-118.185237,0,1,1,1,8,1,2,1,0,2,0,0,0,0,0,1,1,80.65,633.3,1,1,69,5302,3,1,0,0,1,1,2,1,1,3,71.22,1,562,79.1625,388,0,2,2
1129,1,0,0,562,90065,458,34.108833,-118.229715,1,1,0,1,18,1,2,1,0,0,0,0,2,2,0,1,2,95.45,1752.55,1,1,81,3179,3,1,0,1,0,0,0,1,1,4,58.989999999999995,1,562,97.36388888888888,458,0,3,0
4043,1,0,0,77,90211,411,34.063947,-118.383001,0,0,0,1,9,1,2,1,0,0,0,0,2,2,0,0,2,94.4,857.25,1,1,96,5571,17,0,0,0,1,2,0,1,1,4,79.31,1,77,95.25,411,0,2,3
4191,1,0,0,442,90255,338,33.97803,-118.217141,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,1,2,79.35,79.35,1,1,87,2483,18,0,0,0,0,0,0,1,1,2,35.23,1,442,79.35,338,0,2,0
6488,1,0,0,575,90262,299,33.923573,-118.200669,0,0,1,1,7,1,0,1,0,0,2,0,0,0,0,1,0,75.15,496.9,1,1,70,3457,19,0,0,0,0,0,2,1,1,2,47.370000000000005,1,575,70.98571428571428,299,0,2,1
6099,1,0,0,592,90292,337,33.977468,-118.445475,0,0,0,1,12,1,2,1,2,0,0,0,0,0,0,1,2,78.95,927.35,1,1,86,5806,10,0,0,0,1,2,0,1,1,3,77.86,1,591,77.27916666666667,337,0,2,3
173,1,0,0,453,90301,323,33.956445,-118.358634,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,21.05,113.85,1,1,66,2604,14,0,1,0,0,0,2,0,2,1,33.04,1,453,22.77,323,0,2,1
3208,1,0,0,453,90303,308,33.936291,-118.332639,0,1,1,1,25,1,0,1,0,2,2,0,2,2,0,1,2,98.5,2514.5,1,1,88,5337,11,1,0,2,1,1,0,1,1,5,88.37,1,453,100.58,308,0,3,3
2233,1,0,0,906,90403,378,34.031529,-118.491156,1,0,1,0,68,1,2,1,0,2,2,2,2,2,2,1,0,110.0,7611.85,1,1,86,5034,9,0,0,3,1,1,0,1,1,7,112.54,1,906,111.93897058823529,378,0,0,3
327,1,0,0,1019,90504,259,33.867257,-118.330794,1,0,1,1,55,1,2,1,2,2,0,0,2,0,0,1,2,96.75,5238.9,1,1,75,5154,12,0,0,3,1,1,0,1,1,5,98.53999999999999,1,1019,95.25272727272727,259,0,1,3
3419,1,0,0,1094,90602,330,33.972119,-118.020188,0,1,1,1,37,1,2,1,0,0,0,0,0,0,0,1,2,76.5,2868.15,1,1,67,2793,8,1,0,2,0,0,2,1,1,2,52.730000000000004,1,1094,77.51756756756757,330,0,1,1
3763,1,0,0,1094,90606,335,33.976678,-118.065875,0,0,1,1,10,1,2,1,2,0,0,0,2,2,0,1,2,100.25,1064.65,1,1,87,5998,17,0,0,0,1,2,0,1,1,5,88.97999999999999,1,1094,106.465,335,0,2,3
274,1,0,0,493,90631,311,33.940619,-117.9513,1,0,0,1,3,1,2,1,0,0,0,0,0,0,0,1,2,74.4,229.55,1,1,76,4415,18,0,0,0,0,3,0,1,1,2,55.349999999999994,1,493,76.51666666666667,311,0,2,0
3079,1,0,0,766,90660,343,33.989524,-118.089299,0,1,0,1,27,1,2,1,0,0,2,0,0,0,0,1,2,78.05,2135.5,1,1,95,4638,19,1,0,2,1,1,0,1,1,3,72.18,1,766,79.0925925925926,343,0,3,3
4403,1,0,0,49,90704,109,33.391181,-118.421305,0,0,1,0,25,0,1,0,2,2,2,0,2,2,0,1,1,58.6,1502.65,1,1,99,4190,10,0,2,2,0,3,0,1,0,5,76.9,1,49,60.106,109,0,3,0
2158,1,0,0,408,90710,218,33.798266,-118.300237,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,35.45,35.45,1,1,80,2301,14,0,2,0,0,0,0,1,0,1,28.410000000000004,1,408,35.45,218,0,2,0
1632,1,0,0,518,90712,247,33.840524,-118.148403,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,44.35,81.25,1,1,76,2570,7,0,2,0,0,0,0,1,0,1,31.5,1,518,40.625,247,0,2,0
262,1,0,0,559,90720,215,33.79499,-118.065591,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,70.45,70.45,1,1,76,3964,7,1,0,0,0,3,0,0,1,1,45.04,1,559,70.45,215,0,2,0
2863,1,0,0,891,90731,176,33.736387,-118.284363,0,0,0,0,8,1,2,0,2,0,0,2,0,2,0,0,2,71.15,563.65,1,1,66,2662,7,0,0,0,0,0,2,1,0,5,54.82,1,891,70.45625,176,0,2,1
1446,1,0,0,165,90745,230,33.822295,-118.26411,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.65,45.65,1,1,73,2600,15,0,2,0,0,0,0,1,0,1,31.4,1,165,45.65,230,0,2,0
2724,1,0,0,556,90804,206,33.783047,-118.1486,1,0,0,1,7,1,2,1,0,0,0,0,2,2,0,0,3,95.0,655.5,1,1,94,2786,16,0,0,0,0,0,0,0,1,4,50.66,1,556,93.64285714285714,206,0,2,0
589,1,0,0,18,91001,536,34.196837,-118.142236,0,0,1,1,20,1,2,1,2,0,0,0,0,0,0,0,2,82.4,1592.35,1,1,86,5719,17,0,0,1,1,2,0,1,1,3,80.19,1,18,79.61749999999999,536,0,3,3
2359,1,0,0,635,91016,498,34.1528,-118.000482,0,0,0,1,4,1,0,1,0,0,0,0,0,0,0,1,0,70.9,273.0,1,1,75,4287,18,0,0,0,0,3,0,1,1,1,49.47,1,635,68.25,498,0,2,0
2406,1,0,0,936,91024,514,34.168686,-118.057505,1,1,1,0,58,0,1,0,0,2,2,0,0,2,0,1,2,45.3,2651.2,1,1,100,5444,19,1,2,3,1,2,0,1,0,3,92.64,1,936,45.710344827586205,514,0,1,3
1269,1,0,0,1029,91042,582,34.296574,-118.244839,0,0,1,1,2,1,2,1,0,0,2,2,2,2,0,1,2,104.4,242.8,1,1,83,4690,10,0,0,0,1,1,0,1,1,6,77.7,1,1029,121.4,582,0,2,3
475,1,0,0,748,91103,511,34.167465,-118.165327,0,0,1,0,53,1,0,1,0,0,2,0,2,2,1,1,0,94.85,5000.2,1,1,80,4328,14,0,0,3,0,3,0,1,1,4,84.48,1,748,94.3433962264151,511,0,1,0
1818,1,0,0,748,91106,486,34.139402,-118.128658,0,1,0,1,15,1,2,1,0,0,0,0,0,0,0,1,3,74.45,1145.7,1,1,99,5717,11,1,0,1,1,2,0,0,1,2,73.17,1,748,76.38000000000001,486,0,3,3
1398,1,0,0,748,91107,505,34.159007,-118.087353,0,1,0,1,7,1,0,1,2,0,0,0,0,0,0,0,0,76.45,503.6,1,1,81,4419,9,1,0,0,0,3,0,1,1,2,56.989999999999995,1,748,71.94285714285715,505,0,2,0
4476,1,0,0,371,91202,513,34.167926,-118.267539,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,29.95,29.95,1,1,95,4534,12,0,1,0,1,1,0,1,0,1,50.74,1,371,29.95,513,0,2,3
6592,1,0,0,371,91204,478,34.136306,-118.26036,1,0,0,1,8,1,2,1,0,0,0,0,0,2,0,0,0,84.5,662.65,1,1,86,2152,8,0,0,0,0,0,0,1,1,3,39.72,1,371,82.83125,478,0,2,0
1288,1,0,0,371,91206,507,34.162515,-118.203869,0,0,0,1,13,1,0,1,0,2,2,0,0,0,0,1,2,79.25,1111.65,1,1,73,5142,17,0,0,1,1,1,0,1,1,3,71.62,1,371,85.51153846153846,507,0,3,3
692,1,0,0,371,91207,526,34.182378,-118.262922,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.8,24.8,1,1,94,4851,18,0,1,0,1,1,0,1,0,0,48.91,1,371,24.8,526,0,2,3
1695,1,0,0,149,91304,550,34.224377,-118.632656,1,0,1,1,6,1,0,1,0,2,2,0,0,2,0,1,2,91.0,531.0,1,1,94,2283,19,0,0,0,0,0,0,1,1,4,45.23,1,149,88.5,550,0,2,0
884,1,0,0,630,91345,570,34.266389,-118.459744,1,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,2,79.9,79.9,1,1,98,3394,10,0,0,0,0,0,0,1,1,2,44.339999999999996,1,630,79.9,570,0,2,0
5558,1,0,0,901,91350,618,34.502432,-118.41459,0,0,0,1,19,1,0,1,2,0,2,2,2,2,0,1,2,106.6,1934.45,1,1,71,3764,14,0,0,1,0,3,2,1,1,6,75.24000000000001,1,901,101.81315789473685,618,0,3,1
5567,1,0,0,983,91352,552,34.231053,-118.338307,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,46.0,84.5,1,1,76,2667,7,0,2,0,0,0,0,1,0,1,32.47,1,983,42.25,552,0,2,0
6621,1,0,0,968,91381,591,34.364153,-118.615583,0,0,0,1,4,1,0,1,0,0,0,0,0,0,0,1,2,70.15,268.35,1,1,67,2227,7,0,0,0,0,0,2,1,1,1,28.869999999999997,1,968,67.0875,591,0,2,1
507,1,0,0,743,91402,549,34.223768,-118.445461,1,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,3,50.05,179.35,1,1,82,3394,7,0,2,0,0,0,0,0,0,2,45.54,1,743,44.8375,549,0,2,0
1521,1,0,0,1053,91411,524,34.17847,-118.459472,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,3,55.2,55.2,1,1,81,3638,15,0,2,0,0,3,0,0,0,2,46.78,1,1053,55.2,524,0,2,0
6313,1,0,0,121,91504,546,34.213049,-118.317651,1,0,0,1,1,1,0,1,2,0,0,0,0,2,0,1,3,84.6,84.6,1,1,66,2484,16,0,0,0,0,0,2,0,1,3,40.24,1,121,84.6,546,0,2,1
861,1,0,0,688,91601,515,34.1692,-118.372498,1,0,0,0,2,1,2,0,0,2,0,0,0,0,0,1,3,54.4,114.1,1,1,81,2556,17,0,2,0,0,0,0,0,0,3,41.36,1,688,57.05,515,0,2,0
54,1,0,0,688,91605,543,34.207295,-118.400022,0,1,0,1,11,1,0,1,0,2,0,0,2,2,0,1,2,95.0,1120.3,1,1,85,5980,18,1,0,0,1,2,0,1,1,4,84.19999999999999,1,688,101.84545454545454,543,0,2,3
7012,1,0,0,229,91722,444,34.097345,-117.906736,1,1,0,0,15,1,0,1,0,2,0,0,0,0,0,1,2,74.4,1074.3,1,1,86,4616,19,1,0,1,1,1,0,1,1,2,62.16,1,229,71.61999999999999,444,0,3,3
207,1,0,0,229,91723,434,34.084747,-117.886844,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,48.55,48.55,1,1,77,5687,10,0,2,0,1,2,0,0,0,2,67.27,1,229,48.55,434,0,2,3
3232,1,0,0,292,91731,431,34.079934,-118.046695,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,2,70.4,147.15,1,1,75,5687,14,0,0,0,1,2,0,1,1,1,62.669999999999995,1,292,73.575,431,0,2,3
6700,1,0,0,292,91732,424,34.074492,-118.01462,1,1,1,0,1,0,1,0,0,2,0,0,2,0,0,0,2,40.2,40.2,1,1,65,5828,11,1,2,0,1,2,2,1,0,2,68.68,1,292,40.2,424,0,2,2
3504,1,0,0,499,91744,377,34.031441,-117.936436,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,44.6,80.55,1,1,99,4884,9,0,2,0,1,1,0,1,0,1,54.64,1,499,40.275,377,0,2,3
5171,1,0,0,499,91746,384,34.038983,-117.991372,1,1,0,0,3,0,1,0,0,0,2,0,0,2,0,1,2,41.15,132.2,1,1,96,2314,12,1,2,0,0,0,0,1,0,2,34.34,1,499,44.06666666666666,384,0,2,0
2523,1,0,0,853,91748,336,33.976753,-117.897367,1,1,0,0,13,1,2,1,0,2,2,0,2,2,0,1,2,106.9,1364.3,1,1,84,2494,8,1,0,1,0,0,0,1,1,6,60.14,1,853,104.94615384615385,336,0,3,0
4481,1,0,0,714,91762,403,34.057256,-117.667677,1,0,0,0,59,1,0,2,1,1,1,1,1,1,2,0,3,19.35,1099.6,1,1,83,5084,17,0,1,3,1,1,0,0,2,1,79.44,1,714,18.63728813559322,403,0,1,3
3063,1,0,0,714,91764,423,34.074087,-117.605618,0,1,0,0,16,1,0,1,0,0,0,2,2,2,0,1,2,94.45,1511.2,1,1,81,3810,18,1,0,1,0,3,0,1,1,4,64.5,1,714,94.45,423,0,3,0
4517,1,0,0,792,91766,386,34.042286,-117.756106,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24.8,24.8,1,1,73,5087,19,0,1,0,1,1,0,1,0,0,51.269999999999996,1,792,24.8,386,0,2,3
4207,1,0,0,792,91768,419,34.067932,-117.785168,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.6,70.6,1,1,69,3338,10,0,0,0,0,0,2,0,1,1,38.78,1,792,70.6,419,0,2,1
4562,1,0,0,849,91770,413,34.065108,-118.082791,1,0,1,0,5,1,2,1,0,2,0,2,0,0,0,1,2,85.4,401.1,1,1,80,3676,14,0,0,0,0,3,0,1,1,4,58.76,1,849,80.22,413,0,2,0
3127,1,0,0,870,91773,452,34.102119,-117.815532,0,0,1,0,52,1,2,1,0,2,2,0,2,2,0,1,2,105.05,5624.85,1,1,65,4839,7,0,0,3,1,1,2,1,1,6,99.19,1,870,108.17019230769232,452,0,1,2
6698,1,0,0,1079,91791,407,34.061634,-117.893169,1,0,1,0,18,1,0,1,0,0,2,0,2,2,0,0,3,95.15,1779.95,1,1,68,4643,7,0,0,1,1,1,2,0,1,4,73.63,1,1079,98.88611111111112,407,0,3,2
3967,1,0,0,12,91803,426,34.074736,-118.145959,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.0,70.0,1,1,97,4094,7,0,2,0,0,3,0,1,1,1,46.339999999999996,1,12,70.0,426,0,2,0
2436,1,0,0,16,91901,52,32.827184,-116.703729,1,1,0,0,8,1,0,1,0,2,0,0,0,0,0,1,2,74.5,606.55,1,1,80,4345,15,1,0,0,0,3,0,1,1,2,56.650000000000006,1,16,75.81875,52,0,2,0
2504,1,0,0,100,91902,12,32.67117,-117.00232,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,44.85,435.4,1,1,83,4061,16,0,2,0,0,3,0,1,0,1,49.61,1,100,43.54,12,0,2,0
5334,1,0,0,106,91905,14,32.677097,-116.304991,1,1,0,0,24,1,2,1,0,0,0,0,0,0,0,1,2,76.1,1712.7,1,1,98,2018,17,1,0,1,0,0,0,1,1,2,39.78,1,106,71.3625,14,0,3,0
4535,1,0,0,399,91931,60,32.857946,-116.561917,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,3,73.6,73.6,1,1,80,2565,18,0,0,0,0,0,0,0,1,2,36.05,1,399,73.6,60,0,2,0
5757,1,0,0,461,91934,10,32.649787,-116.2237,0,1,0,0,4,1,2,1,0,0,0,0,2,2,0,1,2,95.45,396.1,1,1,85,3677,19,1,0,0,0,3,0,1,1,4,58.370000000000005,1,461,99.025,10,0,2,0
163,1,0,0,655,91948,54,32.830852,-116.444601,1,1,1,0,32,1,2,1,0,0,0,0,0,0,0,1,2,74.9,2303.35,1,1,69,4105,10,1,0,2,0,3,2,1,1,2,63.849999999999994,1,655,71.9796875,54,0,3,1
5355,1,0,0,104,92004,93,33.200369,-116.192313,1,0,0,0,5,1,0,1,0,0,0,0,2,0,0,1,2,80.6,415.55,1,1,69,5715,14,0,0,0,1,2,2,1,1,2,69.15,1,104,83.11,93,0,2,2
1593,1,0,0,158,92009,84,33.098018,-117.258203,0,0,1,0,38,1,0,0,2,2,0,2,2,2,1,0,1,80.3,3058.65,1,1,81,2071,11,0,0,2,0,0,0,1,0,6,65.91,1,158,80.49078947368422,84,0,1,0
1961,1,0,0,251,92014,67,32.948262,-117.256086,1,1,1,0,24,1,0,1,0,0,2,0,2,2,0,1,2,93.15,2231.05,1,1,73,2212,9,1,0,1,0,0,0,1,1,4,51.72,1,251,92.96041666666667,67,0,3,0
3542,1,0,0,287,92020,44,32.79697,-116.969082,0,1,0,0,54,1,2,0,2,2,0,2,2,2,1,0,0,82.45,4350.1,1,1,83,4149,12,1,0,3,0,3,0,1,0,7,98.09,1,287,80.55740740740741,44,0,1,0
4107,1,0,0,308,92029,82,33.079834,-117.134275,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.35,139.05,1,1,73,2671,8,1,0,0,0,0,0,1,1,1,32.51,1,308,69.525,82,0,2,0
75,1,0,0,706,92057,98,33.254497,-117.285879,0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,73.85,511.25,1,1,67,2473,17,0,0,0,0,0,2,1,1,2,37.53,1,706,73.03571428571429,98,0,2,1
1985,1,0,0,733,92059,108,33.384345,-117.072619,0,0,0,0,2,1,2,1,0,0,2,0,0,0,0,0,3,80.6,155.8,1,1,92,2683,18,0,0,0,0,0,0,0,1,3,42.629999999999995,1,733,77.9,108,0,2,0
3020,1,0,0,741,92060,101,33.309852,-116.823091,1,0,1,0,68,1,2,0,0,2,2,2,0,2,1,1,0,75.8,5293.95,1,1,81,4903,19,0,0,3,1,1,0,1,0,6,106.23,1,741,77.85220588235293,101,0,0,3
4738,1,0,0,752,92061,102,33.313828,-116.940501,0,0,0,0,43,1,2,1,0,2,2,0,2,2,2,1,2,104.6,4759.85,1,1,91,5250,10,0,0,2,1,1,0,1,1,6,99.7,1,752,110.69418604651163,102,0,1,3
924,1,0,0,809,92066,94,33.215251,-116.53633,1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,103.4,6603.0,1,1,98,4352,14,0,0,3,0,3,0,1,1,6,98.72,1,809,104.80952380952381,94,0,0,0
1370,1,0,0,1048,92082,97,33.25283,-116.986079,0,0,0,0,2,1,0,1,0,0,0,0,2,2,0,1,2,90.4,168.2,1,1,76,4157,7,0,0,0,0,3,0,1,1,3,57.370000000000005,1,1048,84.1,97,0,2,0
126,1,0,0,869,92103,33,32.747484,-117.166877,1,0,1,0,4,1,2,1,0,2,2,0,0,0,0,1,0,84.8,371.9,1,1,73,4939,7,0,0,0,1,1,0,1,1,4,70.99000000000001,1,869,92.975,33,0,2,3
428,1,0,0,869,92104,30,32.741499,-117.127409,0,1,0,0,21,0,1,0,2,0,0,0,2,0,0,1,2,41.9,840.1,1,1,97,4778,7,1,2,1,1,1,0,1,0,2,66.18,1,869,40.00476190476191,30,0,3,3
3191,1,0,0,869,92105,32,32.741859,-117.090353,0,0,0,0,10,1,0,1,0,0,0,0,0,2,0,1,0,80.25,846.0,1,1,85,3598,15,0,0,0,0,3,0,1,1,2,49.98,1,869,84.6,32,0,2,0
6392,1,0,0,869,92108,39,32.774046,-117.142454,1,1,1,0,27,0,1,0,2,0,0,0,0,0,0,0,1,30.75,805.1,1,1,91,2927,16,1,1,2,0,0,0,1,0,1,45.07,1,869,29.81851851851852,39,0,3,0
683,1,0,0,869,92116,37,32.765299,-117.122565,1,0,0,0,5,1,0,1,0,0,2,0,2,2,0,0,0,96.5,492.55,1,1,98,5383,17,0,0,0,1,2,0,1,1,4,75.83,1,869,98.51,37,0,2,3
159,1,0,0,869,92122,59,32.85723,-117.209774,1,0,0,0,2,1,2,1,0,0,0,0,2,0,0,1,2,85.65,181.5,1,1,73,3878,18,0,0,0,0,3,0,1,1,3,54.58,1,869,90.75,59,0,2,0
6762,1,0,0,869,92129,69,32.961064,-117.134917,0,0,1,0,25,1,2,1,0,0,2,2,2,2,0,1,0,104.95,2566.5,1,1,66,3642,19,0,0,2,0,3,2,1,1,6,76.42,1,869,102.66,69,0,3,1
4904,1,0,0,869,92154,1,32.578103,-117.012975,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,50.65,50.65,1,1,76,2431,7,0,2,0,0,0,0,0,0,2,34.71,1,869,50.65,1,0,2,0
3655,1,0,0,452,92201,165,33.713891,-116.237257,1,0,0,0,1,1,2,1,0,2,0,0,0,2,0,1,1,90.85,90.85,1,1,81,3424,14,0,0,0,0,0,0,1,1,4,54.64,1,452,90.85,165,0,2,0
3453,1,0,0,451,92210,121,33.537646,-116.291089,1,1,1,0,11,1,0,2,1,1,1,1,1,1,0,0,3,19.95,214.75,1,1,80,5888,11,1,1,0,1,2,0,0,2,1,68.28,1,451,19.522727272727273,121,0,2,3
363,1,0,0,735,92211,194,33.762759,-116.324817,0,1,1,0,55,1,2,1,0,2,2,0,0,0,0,1,2,85.45,4874.7,1,1,100,5502,9,1,0,3,1,2,0,1,1,4,97.02000000000001,1,735,88.63090909090909,194,0,1,3
4677,1,0,0,258,92240,318,33.948558,-116.516976,0,0,0,0,34,1,0,1,0,2,0,0,0,0,0,1,1,73.95,2524.45,1,1,94,5795,12,0,0,2,1,2,0,1,1,2,81.55000000000001,1,258,74.24852941176471,318,0,3,3
670,1,0,0,430,92250,50,32.811001,-115.152865,1,0,1,0,69,1,2,1,0,0,2,0,2,2,0,1,1,99.45,7007.6,1,1,80,4020,8,0,0,3,0,3,0,1,1,5,92.80000000000001,1,430,101.55942028985508,50,0,0,0
3366,1,0,0,681,92257,105,33.345825,-115.596574,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.9,19.9,1,1,92,3351,17,0,1,0,0,0,0,0,2,1,38.91,1,681,19.9,105,0,2,0
5666,1,0,0,689,92258,288,33.906496,-116.569499,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.6,19.6,1,1,95,3448,18,0,1,0,0,0,0,0,2,1,39.879999999999995,1,689,19.6,288,0,2,0
217,1,0,0,707,92259,21,32.698964,-115.886656,1,1,0,0,3,1,2,1,0,2,0,0,0,0,0,1,2,81.35,233.7,1,1,73,2818,19,1,0,0,0,0,0,1,1,3,44.379999999999995,1,707,77.89999999999999,21,0,2,0
391,1,0,0,920,92273,43,32.790282,-115.689559,0,0,1,0,22,1,0,1,0,2,0,0,0,2,0,0,2,83.3,1845.9,1,1,88,3804,10,0,0,1,0,3,0,1,1,3,61.84,1,920,83.90454545454546,43,0,3,0
3950,1,0,0,1009,92274,120,33.53604,-116.119222,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,75.3,75.3,1,1,67,4902,14,1,0,0,1,1,2,1,1,2,59.42,1,1009,75.3,120,0,2,2
6399,1,0,0,2,92301,636,34.667815,-117.536183,0,0,1,0,61,1,0,2,1,1,1,1,1,1,0,1,3,19.4,1182.55,1,1,82,4221,7,0,1,3,0,3,0,0,2,1,71.61,1,2,19.38606557377049,636,0,0,0
2052,1,0,0,32,92307,623,34.55082,-117.122396,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,45.4,518.9,1,1,68,2887,7,0,2,0,0,0,2,1,0,1,38.67,1,32,43.24166666666667,623,0,2,1
5505,1,0,0,233,92325,564,34.248061,-117.29028,0,0,0,0,60,1,2,1,0,2,2,0,2,2,0,1,2,105.9,6396.45,1,1,84,4105,7,0,0,3,0,3,0,1,1,6,95.05,1,233,106.6075,564,0,1,0
